Form,transcription,englishName,language,englishPOS,ontologicalCategory,semanticField,languageFamily,alt_transcription,alt_form,phon,method
infant,StandardOrth,"infant, baby",Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,infant,epitran
bebê,StandardOrth,"infant, baby",Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,bɛbe,epitran
nenê,StandardOrth,"infant, baby",Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,nɛne,epitran
copilaş,StandardOrth,"infant, baby",Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,kopilaʃ,epitran
prunc,StandardOrth,"infant, baby",Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,prunk,epitran
späd-barn,StandardOrth,"infant, baby",Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,spɛːd-bɐrn,epitran
baby,StandardOrth,"infant, baby",Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,bɑːbyː,epitran
kind,StandardOrth,"infant, baby",Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,kɪnt,epitran
baby,StandardOrth,"infant, baby",Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,bɑbj,epitran
Säugling,StandardOrth,"infant, baby",German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,t͡soykliŋk,epitran
Baby,StandardOrth,"infant, baby",German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,baby,epitran
dzieciątko,StandardOrth,"infant, baby",Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,d͡ʑɛt͡ɕɔntkɔ,epitran
niemowlę,StandardOrth,"infant, baby",Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɲɛmɔvlɛ,epitran
сывæллон,CyrillTrans,child,Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,sɨvəllon,manual(w)
саби,CyrillTrans,child,Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,sabi,manual(w)
bambino,StandardOrth,child,Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,bambino,epitran
enfant,StandardOrth,child,French,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɛnfan,epitran
nen,StandardOrth,child,Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,nɛn,epitran
criança,StandardOrth,child,Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,kɾiɐnsɐ,epitran
menino,StandardOrth,child,Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɛnino,epitran
copil,StandardOrth,child,Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,kopil,epitran
barn,StandardOrth,child,Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,bɐrn,epitran
kind,StandardOrth,child,Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,kɪnt,epitran
Kind,StandardOrth,child,German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,kint,epitran
dziecko,StandardOrth,child,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,d͡ʑɛt͡skɔ,epitran
dziecię,StandardOrth,child,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,d͡ʑɛt͡ɕɛ,epitran
dzieciątko,StandardOrth,child,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,d͡ʑɛt͡ɕɔntkɔ,epitran
чызг,CyrillTrans,young woman (adolescent),Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,t͡ʃɨzɡ,manual(w)
чындздзон чызг,CyrillTrans,young woman (adolescent),Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,t͡ʃɨnd͡zd͡zon t͡ʃɨzɡ,manual(w)
giovinetta,StandardOrth,young woman (adolescent),Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,d͡ʒovinetːa,epitran
jeune fille,StandardOrth,young woman (adolescent),French,noun,Person/Thing,Kinship,Indo-European,NA,NA,ʒœnə fij,epitran
noia jove,StandardOrth,young woman (adolescent),Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,nɔʒa ʒɔbɛ,epitran
adolescent,StandardOrth,young woman (adolescent),Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,adɔlɛsɛnt,epitran
jovem,StandardOrth,young woman (adolescent),Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,ʒovɛ̃,epitran
moça,StandardOrth,young woman (adolescent),Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,mosɐ,epitran
ung flicka,StandardOrth,young woman (adolescent),Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɵŋ flɪkɑː,epitran
ung-dom,StandardOrth,young woman (adolescent),Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɵŋ-duːm,epitran
jonge vrouw,StandardOrth,young woman (adolescent),Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,jɔŋɛ vrɑw,epitran
Mädchen,StandardOrth,young woman (adolescent),German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,metxən,epitran
panna,StandardOrth,young woman (adolescent),Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,panna,epitran
panienka,StandardOrth,young woman (adolescent),Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,paɲɛnka,epitran
чызг,CyrillTrans,girl,Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,t͡ʃɨzɡ,manual(w)
ragazza,StandardOrth,girl,Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,raɡat͡sa,epitran
fille,StandardOrth,girl,French,noun,Person/Thing,Kinship,Indo-European,NA,NA,fij,epitran
noia,StandardOrth,girl,Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,nɔʒa,epitran
menina,StandardOrth,girl,Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɛninɐ,epitran
garota,StandardOrth,girl,Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɡɐɾotɐ,epitran
fată,StandardOrth,girl,Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,fatə,epitran
flicka,StandardOrth,girl,Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,flɪkɑː,epitran
(tjej),StandardOrth,girl,Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,(ɕeːj),epitran
meisje,StandardOrth,girl,Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɛjʃeː,epitran
Mädchen,StandardOrth,girl,German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,metxən,epitran
dziewczyna,StandardOrth,girl,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,d͡ʑɛvt͡ʂɨna,epitran
dziewczynka,StandardOrth,girl,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,d͡ʑɛvt͡ʂɨnka,epitran
тырын,CyrillTrans,young man (adolescent),Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,tɨrɨn,manual(w)
æрыгон,CyrillTrans,young man (adolescent),Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,ərɨɡon,manual(w)
æвзонг лæппу,CyrillTrans,young man (adolescent),Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,əvzonɡ ləppu,manual(w)
giovanotto,StandardOrth,young man (adolescent),Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,d͡ʒovanotːo,epitran
jeune homme,StandardOrth,young man (adolescent),French,noun,Person/Thing,Kinship,Indo-European,NA,NA,ʒœnə ɔm,epitran
noi jove,StandardOrth,young man (adolescent),Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,nɔʒ ʒɔbɛ,epitran
adolescent,StandardOrth,young man (adolescent),Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,adɔlɛsɛnt,epitran
jovem,StandardOrth,young man (adolescent),Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,ʒovɛ̃,epitran
rapaz,StandardOrth,young man (adolescent),Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,ʁɐpɐʒ,epitran
ung man,StandardOrth,young man (adolescent),Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɵŋ mɑːn,epitran
ung-dom,StandardOrth,young man (adolescent),Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɵŋ-duːm,epitran
jongeman,StandardOrth,young man (adolescent),Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,jɔŋeːmɑn,epitran
Junge,StandardOrth,young man (adolescent),German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,juŋə,epitran
junger Mann,StandardOrth,young man (adolescent),German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,juŋər man,epitran
Jüngling,StandardOrth,young man (adolescent),German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,jyŋkliŋk,epitran
młodzieniec,StandardOrth,young man (adolescent),Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,mwɔd͡ʑɛɲɛt͡s,epitran
młodzian,StandardOrth,young man (adolescent),Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,mwɔd͡ʑan,epitran
лæппу,CyrillTrans,boy,Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,ləppu,manual(w)
ragazzo,StandardOrth,boy,Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,raɡat͡so,epitran
garçon,StandardOrth,boy,French,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɡarsɔ̃,epitran
noi,StandardOrth,boy,Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,nɔʒ,epitran
nano,StandardOrth,boy,Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,nanɔ,epitran
menino,StandardOrth,boy,Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɛnino,epitran
garoto,StandardOrth,boy,Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɡɐɾoto,epitran
băiat,StandardOrth,boy,Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,bəiat,epitran
(făt),StandardOrth,boy,Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,(fət),epitran
gosse,StandardOrth,boy,Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɡɔseː,epitran
pojke,StandardOrth,boy,Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,puːjɕeː,epitran
knaap,StandardOrth,boy,Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,knaːp,epitran
Junge,StandardOrth,boy,German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,juŋə,epitran
Knabe,StandardOrth,boy,German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,knabə,epitran
chłopiec,StandardOrth,boy,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,xwɔpjɛt͡s,epitran
chłopak,StandardOrth,boy,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,xwɔpak,epitran
chłopię,StandardOrth,boy,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,xwɔpjɛ,epitran
сыл,CyrillTrans,female,Ossetic,NA,Property,Animals,Indo-European,NA,NA,sɨl,manual(w)
мадæл,CyrillTrans,female,Ossetic,NA,Property,Animals,Indo-European,NA,NA,madəl,manual(w)
femmina,StandardOrth,female,Italian,NA,Property,Animals,Indo-European,NA,NA,femːina,epitran
femelle,StandardOrth,female,French,NA,Property,Animals,Indo-European,NA,NA,fəmɛl,epitran
femella,StandardOrth,female,Catalan,NA,Property,Animals,Indo-European,NA,NA,fɛmɛʎa,epitran
fêmea,StandardOrth,female,Portuguese,NA,Property,Animals,Indo-European,NA,NA,femɛɐ,epitran
femeiesc,StandardOrth,female,Romanian,NA,Property,Animals,Indo-European,NA,NA,femeiesk,epitran
kvinnlig,StandardOrth,female,Swedish,NA,Property,Animals,Indo-European,NA,NA,kvɪnliːɡ,epitran
vrouwelijk,StandardOrth,female,Dutch,NA,Property,Animals,Indo-European,NA,NA,vrɑwyweːlɛjk,epitran
weiblich,StandardOrth,female,German,NA,Property,Animals,Indo-European,Original (M. R. Key),NA,vajplix,epitran
żeński,StandardOrth,female,Polish,NA,Property,Animals,Indo-European,NA,NA,ʐɛɲskʲi,epitran
нæл,CyrillTrans,male,Ossetic,NA,Property,Kinship,Indo-European,NA,NA,nəl,manual(w)
maschio,StandardOrth,male,Italian,NA,Property,Kinship,Indo-European,NA,NA,maskio,epitran
mâle,StandardOrth,male,French,NA,Property,Kinship,Indo-European,NA,NA,mɑl,epitran
mascle,StandardOrth,male,Catalan,NA,Property,Kinship,Indo-European,NA,NA,masklɛ,epitran
macho,StandardOrth,male,Portuguese,NA,Property,Kinship,Indo-European,NA,NA,mɐko,epitran
bărbătesc,StandardOrth,male,Romanian,NA,Property,Kinship,Indo-European,NA,NA,bərbətesk,epitran
manlig,StandardOrth,male,Swedish,NA,Property,Kinship,Indo-European,NA,NA,mɐnliːɡ,epitran
mannelijk,StandardOrth,male,Dutch,NA,Property,Kinship,Indo-European,NA,NA,mɑnneːlɛjk,epitran
männlich,StandardOrth,male,German,NA,Property,Kinship,Indo-European,Original (M. R. Key),NA,menlix,epitran
męski,StandardOrth,male,Polish,NA,Property,Kinship,Indo-European,NA,NA,mɛ̃skʲi,epitran
ус,CyrillTrans,woman,Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,us,manual(w)
сылгоймаг,CyrillTrans,woman,Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,sɨlɡojmaɡ,manual(w)
femmina,StandardOrth,woman,Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,femːina,epitran
donna,StandardOrth,woman,Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,donːa,epitran
femme,StandardOrth,woman,French,noun,Person/Thing,Kinship,Indo-European,NA,NA,fɛm,epitran
dona,StandardOrth,woman,Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,dɔna,epitran
mulher,StandardOrth,woman,Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,mulɛɾ,epitran
femeie,StandardOrth,woman,Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,femeie,epitran
kvinna,StandardOrth,woman,Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,kvɪnɑː,epitran
vrouw,StandardOrth,woman,Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,vrɑw,epitran
Frau,StandardOrth,woman,German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,frawh,epitran
Weib,StandardOrth,woman,German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,vajp,epitran
kobieta,StandardOrth,woman,Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,kɔbjɛta,epitran
лæг,CyrillTrans,man (vs. woman),Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,ləɡ,manual(w)
нæлгоймаг,CyrillTrans,man (vs. woman),Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,nəlɡojmaɡ,manual(w)
uomo,StandardOrth,man (vs. woman),Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,uomo,epitran
homme,StandardOrth,man (vs. woman),French,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɔm,epitran
home,StandardOrth,man (vs. woman),Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɔmɛ,epitran
homem,StandardOrth,man (vs. woman),Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,omɛ̃,epitran
bărbat,StandardOrth,man (vs. woman),Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,bərbat,epitran
om,StandardOrth,man (vs. woman),Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,om,epitran
man,StandardOrth,man (vs. woman),Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɑːn,epitran
man,StandardOrth,man (vs. woman),Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɑn,epitran
Mann,StandardOrth,man (vs. woman),German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,man,epitran
mąż,StandardOrth,man (vs. woman),Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɔ̃ʐ,epitran
mężczyzna,StandardOrth,man (vs. woman),Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɛ̃ʐt͡ʂɨzna,epitran
адæймаг,CyrillTrans,"person, human being",Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,adəjmaɡ,manual(w)
удгоймаг,CyrillTrans,"person, human being",Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,udɡojmaɡ,manual(w)
гоймаг,CyrillTrans,"person, human being",Ossetic,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɡojmaɡ,manual(w)
persona,StandardOrth,"person, human being",Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,persona,epitran
essere umano,StandardOrth,"person, human being",Italian,noun,Person/Thing,Kinship,Indo-European,NA,NA,esːere umano,epitran
personne,StandardOrth,"person, human being",French,noun,Person/Thing,Kinship,Indo-European,NA,NA,pɛrsɔn,epitran
être humain,StandardOrth,"person, human being",French,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɛtrə ymễ,epitran
persona,StandardOrth,"person, human being",Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,pɛɾsɔna,epitran
ésser humà,StandardOrth,"person, human being",Catalan,noun,Person/Thing,Kinship,Indo-European,NA,NA,esɛɾ uma,epitran
pessoa,StandardOrth,"person, human being",Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,pɛʃsowɐ,epitran
ser humano,StandardOrth,"person, human being",Portuguese,noun,Person/Thing,Kinship,Indo-European,NA,NA,sɛɾ umɐno,epitran
om,StandardOrth,"person, human being",Romanian,noun,Person/Thing,Kinship,Indo-European,NA,NA,om,epitran
menniska,StandardOrth,"person, human being",Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɛnɪɧɑː,epitran
människa,StandardOrth,"person, human being",Swedish,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɛnɪɧɑː,epitran
mens,StandardOrth,"person, human being",Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,mɛns,epitran
persoon,StandardOrth,"person, human being",Dutch,noun,Person/Thing,Kinship,Indo-European,NA,NA,pɛrsoːn,epitran
Mensch,StandardOrth,"person, human being",German,noun,Person/Thing,Kinship,Indo-European,Original (M. R. Key),NA,mənʃ,epitran
człowiek,StandardOrth,"person, human being",Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,t͡ʂwɔvjɛk,epitran
osoba,StandardOrth,"person, human being",Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,ɔsɔba,epitran
istota ludzka,StandardOrth,"person, human being",Polish,noun,Person/Thing,Kinship,Indo-European,NA,NA,istɔta lud͡zka,epitran
æвзалы,CyrillTrans,charcoal,Ossetic,noun,Person/Thing,The physical world,Indo-European,NA,NA,əvzalɨ,manual(w)
carbone (di legna),StandardOrth,charcoal,Italian,noun,Person/Thing,The physical world,Indo-European,NA,NA,karbone (di leɲa),epitran
charbon de bois,StandardOrth,charcoal,French,noun,Person/Thing,The physical world,Indo-European,NA,NA,ʃarbɔn də bwa,epitran
carbó,StandardOrth,charcoal,Catalan,noun,Person/Thing,The physical world,Indo-European,NA,NA,kaɾbo,epitran
carvão,StandardOrth,charcoal,Portuguese,noun,Person/Thing,The physical world,Indo-European,NA,NA,kɐɾvɐ̃w̃,epitran
kol,StandardOrth,charcoal,Swedish,noun,Person/Thing,The physical world,Indo-European,NA,NA,kuːl,epitran
houtskool,StandardOrth,charcoal,Dutch,noun,Person/Thing,The physical world,Indo-European,NA,NA,hɑwtskoːl,epitran
Holzkohle,StandardOrth,charcoal,German,noun,Person/Thing,The physical world,Indo-European,Original (M. R. Key),NA,holt͡skoːlə,epitran
węgiel drzewny,StandardOrth,charcoal,Polish,noun,Person/Thing,The physical world,Indo-European,NA,NA,vɛŋɡʲɛl dʐɛvnɨ,epitran
суг,CyrillTrans,firewood,Ossetic,noun,Person/Thing,The physical world,Indo-European,NA,NA,suɡ,manual(w)
сугтæ,CyrillTrans,firewood,Ossetic,noun,Person/Thing,The physical world,Indo-European,NA,NA,suɡtə,manual(w)
legna,StandardOrth,firewood,Italian,noun,Person/Thing,The physical world,Indo-European,NA,NA,leɲa,epitran
bois de chauffage,StandardOrth,firewood,French,noun,Person/Thing,The physical world,Indo-European,NA,NA,bwas də ʃofaʒ,epitran
bûches,StandardOrth,firewood,French,noun,Person/Thing,The physical world,Indo-European,NA,NA,byʃ,epitran
llenya,StandardOrth,firewood,Catalan,noun,Person/Thing,The physical world,Indo-European,NA,NA,ʎɛɲa,epitran
lenha,StandardOrth,firewood,Portuguese,noun,Person/Thing,The physical world,Indo-European,NA,NA,lɛnɐ,epitran
ved,StandardOrth,firewood,Swedish,noun,Person/Thing,The physical world,Indo-European,NA,NA,veːd,epitran
brandhout,StandardOrth,firewood,Dutch,noun,Person/Thing,The physical world,Indo-European,NA,NA,prɑntɑwt,epitran
Brennholz,StandardOrth,firewood,German,noun,Person/Thing,The physical world,Indo-European,Original (M. R. Key),NA,prənnholt͡s,epitran
drewno na opał,StandardOrth,firewood,Polish,noun,Person/Thing,The physical world,Indo-European,NA,NA,drɛvnɔ na ɔpaw,epitran
спичкæ,CyrillTrans,match (noun),Ossetic,noun,Person/Thing,The physical world,Indo-European,NA,NA,spit͡ʃkə,manual(w)
зынгхос,CyrillTrans,match (noun),Ossetic,noun,Person/Thing,The physical world,Indo-European,NA,NA,zɨnɡχos,manual(w)
fiammifero,StandardOrth,match (noun),Italian,noun,Person/Thing,The physical world,Indo-European,NA,NA,fiamːifero,epitran
allumette,StandardOrth,match (noun),French,noun,Person/Thing,The physical world,Indo-European,NA,NA,alymɛ,epitran
llumí,StandardOrth,match (noun),Catalan,noun,Person/Thing,The physical world,Indo-European,NA,NA,ʎumi,epitran
fósforo,StandardOrth,match (noun),Portuguese,noun,Person/Thing,The physical world,Indo-European,NA,NA,fɔʃfoɾo,epitran
chibrit,StandardOrth,match (noun),Romanian,noun,Person/Thing,The physical world,Indo-European,NA,NA,kibrit,epitran
tänd-sticka,StandardOrth,match (noun),Swedish,noun,Person/Thing,The physical world,Indo-European,NA,NA,tɛnd-stɪkɑː,epitran
lucifer,StandardOrth,match (noun),Dutch,noun,Person/Thing,The physical world,Indo-European,NA,NA,lyːsiːfɛr,epitran
Streichholz,StandardOrth,match (noun),German,noun,Person/Thing,The physical world,Indo-European,Original (M. R. Key),NA,strajxholt͡s,epitran
Zündholz,StandardOrth,match (noun),German,noun,Person/Thing,The physical world,Indo-European,Original (M. R. Key),NA,t͡syntolt͡s,epitran
zapałka,StandardOrth,match (noun),Polish,noun,Person/Thing,The physical world,Indo-European,NA,NA,zapawka,epitran
