Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon
hindern,StandardOrth,NA,Original (M. R. Key),German,"hinder, prevent",Action/Process,FALSE
hemmen,StandardOrth,NA,Original (M. R. Key),German,"hinder, prevent",Action/Process,FALSE
verhindern,StandardOrth,NA,Original (M. R. Key),German,"hinder, prevent",Action/Process,FALSE
przeszkodzić,StandardOrth,NA,NA,Polish,"hinder, prevent",Action/Process,NA
zapobiec,StandardOrth,NA,NA,Polish,"hinder, prevent",Action/Process,NA
æгъдау,CyrillTrans,NA,NA,Ossetic,custom,Person/Thing,NA
фæтк,CyrillTrans,NA,NA,Ossetic,custom,Person/Thing,NA
costume,StandardOrth,NA,NA,Italian,custom,Person/Thing,NA
usanza,StandardOrth,NA,NA,Italian,custom,Person/Thing,NA
coutume,StandardOrth,NA,NA,French,custom,Person/Thing,NA
costum,StandardOrth,NA,NA,Catalan,custom,Person/Thing,NA
costume,StandardOrth,NA,NA,Portuguese,custom,Person/Thing,NA
hábito,StandardOrth,NA,NA,Portuguese,custom,Person/Thing,NA
obiceiŭ,StandardOrth,NA,NA,Romanian,custom,Person/Thing,NA
moravurĭ,StandardOrth,NA,NA,Romanian,custom,Person/Thing,NA
skik,StandardOrth,NA,NA,Danish,custom,Person/Thing,NA
vane,StandardOrth,NA,NA,Danish,custom,Person/Thing,NA
sed-vänja,StandardOrth,NA,NA,Swedish,custom,Person/Thing,NA
sed,StandardOrth,NA,NA,Swedish,custom,Person/Thing,NA
vana,StandardOrth,NA,NA,Swedish,custom,Person/Thing,NA
custom,StandardOrth,NA,NA,English,custom,Person/Thing,NA
zede,StandardOrth,NA,NA,Dutch,custom,Person/Thing,NA
gebruik,StandardOrth,NA,NA,Dutch,custom,Person/Thing,NA
Sitte,StandardOrth,NA,Original (M. R. Key),German,custom,Person/Thing,FALSE
Brauch,StandardOrth,NA,Original (M. R. Key),German,custom,Person/Thing,FALSE
obyczaj,StandardOrth,NA,NA,Polish,custom,Person/Thing,NA
zwyczaj,StandardOrth,NA,NA,Polish,custom,Person/Thing,NA
хыл,CyrillTrans,NA,NA,Ossetic,"strife, quarrel",Person/Thing,NA
загъд,CyrillTrans,NA,NA,Ossetic,"strife, quarrel",Person/Thing,NA
хъæлæба,CyrillTrans,NA,NA,Ossetic,"strife, quarrel",Person/Thing,NA
хъаугъа,CyrillTrans,NA,NA,Ossetic,"strife, quarrel",Person/Thing,NA
lotta,StandardOrth,NA,NA,Italian,"strife, quarrel",Person/Thing,NA
lite,StandardOrth,NA,NA,Italian,"strife, quarrel",Person/Thing,NA
lutte,StandardOrth,NA,NA,French,"strife, quarrel",Person/Thing,NA
querelle,StandardOrth,NA,NA,French,"strife, quarrel",Person/Thing,NA
baralla,StandardOrth,NA,NA,Catalan,"strife, quarrel",Person/Thing,NA
disputa,StandardOrth,NA,NA,Portuguese,"strife, quarrel",Person/Thing,NA
luta,StandardOrth,NA,NA,Portuguese,"strife, quarrel",Person/Thing,NA
ceartă,StandardOrth,NA,NA,Romanian,"strife, quarrel",Person/Thing,NA
gîlceava,StandardOrth,NA,NA,Romanian,"strife, quarrel",Person/Thing,NA
strid,StandardOrth,NA,NA,Danish,"strife, quarrel",Person/Thing,NA
tvist,StandardOrth,NA,NA,Danish,"strife, quarrel",Person/Thing,NA
strid,StandardOrth,NA,NA,Swedish,"strife, quarrel",Person/Thing,NA
tvist,StandardOrth,NA,NA,Swedish,"strife, quarrel",Person/Thing,NA
gräl,StandardOrth,NA,NA,Swedish,"strife, quarrel",Person/Thing,NA
träta,StandardOrth,NA,NA,Swedish,"strife, quarrel",Person/Thing,NA
strife,StandardOrth,NA,NA,English,"strife, quarrel",Person/Thing,NA
quarrel,StandardOrth,NA,NA,English,"strife, quarrel",Person/Thing,NA
strijd,StandardOrth,NA,NA,Dutch,"strife, quarrel",Person/Thing,NA
twist,StandardOrth,NA,NA,Dutch,"strife, quarrel",Person/Thing,NA
Streit,StandardOrth,NA,Original (M. R. Key),German,"strife, quarrel",Person/Thing,FALSE
Hader,StandardOrth,NA,Original (M. R. Key),German,"strife, quarrel",Person/Thing,FALSE
Zwist,StandardOrth,NA,Original (M. R. Key),German,"strife, quarrel",Person/Thing,FALSE
Zank,StandardOrth,NA,Original (M. R. Key),German,"strife, quarrel",Person/Thing,FALSE
sprzeczka,StandardOrth,NA,NA,Polish,"strife, quarrel",Person/Thing,NA
spór,StandardOrth,NA,NA,Polish,"strife, quarrel",Person/Thing,NA
kłótnia,StandardOrth,NA,NA,Polish,"strife, quarrel",Person/Thing,NA
сусæгвæнд,CyrillTrans,NA,NA,Ossetic,"conspiracy, plot",NA,NA
заклинание – арфæ,CyrillTrans,NA,NA,Ossetic,"conspiracy, plot",NA,NA
cospirazione,StandardOrth,NA,NA,Italian,"conspiracy, plot",NA,NA
complotto,StandardOrth,NA,NA,Italian,"conspiracy, plot",NA,NA
conspiration,StandardOrth,NA,NA,French,"conspiracy, plot",NA,NA
complot,StandardOrth,NA,NA,French,"conspiracy, plot",NA,NA
conspiració,StandardOrth,NA,NA,Catalan,"conspiracy, plot",NA,NA
complot,StandardOrth,NA,NA,Catalan,"conspiracy, plot",NA,NA
conspiração,StandardOrth,NA,NA,Portuguese,"conspiracy, plot",NA,NA
complot,StandardOrth,NA,NA,Romanian,"conspiracy, plot",NA,NA
conspiraţiune,StandardOrth,NA,NA,Romanian,"conspiracy, plot",NA,NA
sammensværgelse,StandardOrth,NA,NA,Danish,"conspiracy, plot",NA,NA
samman-svärjning,StandardOrth,NA,NA,Swedish,"conspiracy, plot",NA,NA
conspiracy,StandardOrth,NA,NA,English,"conspiracy, plot",NA,NA
plot,StandardOrth,NA,NA,English,"conspiracy, plot",NA,NA
samenzwering,StandardOrth,NA,NA,Dutch,"conspiracy, plot",NA,NA
complot,StandardOrth,NA,NA,Dutch,"conspiracy, plot",NA,NA
Verschwörung,StandardOrth,NA,Original (M. R. Key),German,"conspiracy, plot",NA,FALSE
spisek,StandardOrth,NA,NA,Polish,"conspiracy, plot",NA,NA
knowanie,StandardOrth,NA,NA,Polish,"conspiracy, plot",NA,NA
intryga,StandardOrth,NA,NA,Polish,"conspiracy, plot",NA,NA
æмбæлын,CyrillTrans,NA,NA,Ossetic,meet,Action/Process,NA
кæрæдзиуыл æмбæлын,CyrillTrans,NA,NA,Ossetic,meet,Action/Process,NA
incontrare,StandardOrth,NA,NA,Italian,meet,Action/Process,NA
rencontrer,StandardOrth,NA,NA,French,meet,Action/Process,NA
trobar-se,StandardOrth,NA,NA,Catalan,meet,Action/Process,NA
encontrar,StandardOrth,NA,NA,Portuguese,meet,Action/Process,NA
întîlni,StandardOrth,NA,NA,Romanian,meet,Action/Process,NA
møde,StandardOrth,NA,NA,Danish,meet,Action/Process,NA
möta,StandardOrth,NA,NA,Swedish,meet,Action/Process,NA
träffa,StandardOrth,NA,NA,Swedish,meet,Action/Process,NA
meet,StandardOrth,NA,NA,English,meet,Action/Process,NA
ontmoeten,StandardOrth,NA,NA,Dutch,meet,Action/Process,NA
treffen,StandardOrth,NA,Original (M. R. Key),German,meet,Action/Process,FALSE
(s)potkać,StandardOrth,NA,NA,Polish,meet,Action/Process,NA
spotkać się,StandardOrth,NA,NA,Polish,meet,Action/Process,NA
хъахбай,CyrillTrans,NA,NA,Ossetic,prostitute,Person/Thing,NA
prostituta,StandardOrth,NA,NA,Italian,prostitute,Person/Thing,NA
puttana,StandardOrth,NA,NA,Italian,prostitute,Person/Thing,NA
prostituée,StandardOrth,NA,NA,French,prostitute,Person/Thing,NA
prostituta,StandardOrth,NA,NA,Catalan,prostitute,Person/Thing,NA
prostituta,StandardOrth,NA,NA,Portuguese,prostitute,Person/Thing,NA
curvă,StandardOrth,NA,NA,Romanian,prostitute,Person/Thing,NA
prostituată,StandardOrth,NA,NA,Romanian,prostitute,Person/Thing,NA
prostitueret,StandardOrth,NA,NA,Danish,prostitute,Person/Thing,NA
prostituerad,StandardOrth,NA,NA,Swedish,prostitute,Person/Thing,NA
sköka,StandardOrth,NA,NA,Swedish,prostitute,Person/Thing,NA
hora,StandardOrth,NA,NA,Swedish,prostitute,Person/Thing,NA
prostitute,StandardOrth,NA,NA,English,prostitute,Person/Thing,NA
hoer,StandardOrth,NA,NA,Dutch,prostitute,Person/Thing,NA
prostituée,StandardOrth,NA,NA,Dutch,prostitute,Person/Thing,NA
deern,StandardOrth,NA,NA,Dutch,prostitute,Person/Thing,NA
Prostituierte,StandardOrth,NA,Original (M. R. Key),German,prostitute,Person/Thing,FALSE
Hure,StandardOrth,NA,Original (M. R. Key),German,prostitute,Person/Thing,FALSE
Dirne,StandardOrth,NA,Original (M. R. Key),German,prostitute,Person/Thing,FALSE
kurwa,StandardOrth,NA,NA,Polish,prostitute,Person/Thing,NA
nierządnica,StandardOrth,NA,NA,Polish,prostitute,Person/Thing,NA
wszetecznica,StandardOrth,NA,NA,Polish,prostitute,Person/Thing,NA
dziwka,StandardOrth,NA,NA,Polish,prostitute,Person/Thing,NA
хыл кæнын,CyrillTrans,NA,NA,Ossetic,fight (vb),Action/Process,NA
тох кæнын,CyrillTrans,NA,NA,Ossetic,fight (vb),Action/Process,NA
хæцын,CyrillTrans,NA,NA,Ossetic,fight (vb),Action/Process,NA
combattere,StandardOrth,NA,NA,Italian,fight (vb),Action/Process,NA
lottare,StandardOrth,NA,NA,Italian,fight (vb),Action/Process,NA
se battre,StandardOrth,NA,NA,French,fight (vb),Action/Process,NA
lluitar,StandardOrth,NA,NA,Catalan,fight (vb),Action/Process,NA
lutar,StandardOrth,NA,NA,Portuguese,fight (vb),Action/Process,NA
combate,StandardOrth,NA,NA,Romanian,fight (vb),Action/Process,NA
(se) lupta,StandardOrth,NA,NA,Romanian,fight (vb),Action/Process,NA
slås,StandardOrth,NA,NA,Danish,fight (vb),Action/Process,NA
kæmpe,StandardOrth,NA,NA,Danish,fight (vb),Action/Process,NA
slåss,StandardOrth,NA,NA,Swedish,fight (vb),Action/Process,NA
kämpa,StandardOrth,NA,NA,Swedish,fight (vb),Action/Process,NA
fäkta,StandardOrth,NA,NA,Swedish,fight (vb),Action/Process,NA
fight,StandardOrth,NA,NA,English,fight (vb),Action/Process,NA
kampen,StandardOrth,NA,NA,Dutch,fight (vb),Action/Process,NA
vechten,StandardOrth,NA,NA,Dutch,fight (vb),Action/Process,NA
kämpfen,StandardOrth,NA,Original (M. R. Key),German,fight (vb),Action/Process,FALSE
walczyć,StandardOrth,NA,NA,Polish,fight (vb),Action/Process,NA
bić się,StandardOrth,NA,NA,Polish,fight (vb),Action/Process,NA
хæст,CyrillTrans,NA,NA,Ossetic,"war, battle",Person/Thing,NA
тох,CyrillTrans,NA,NA,Ossetic,"war, battle",Person/Thing,NA
guerra,StandardOrth,NA,NA,Italian,"war, battle",Person/Thing,NA
battaglia,StandardOrth,NA,NA,Italian,"war, battle",Person/Thing,NA
guerre,StandardOrth,NA,NA,French,"war, battle",Person/Thing,NA
bataille,StandardOrth,NA,NA,French,"war, battle",Person/Thing,NA
guerra,StandardOrth,NA,NA,Catalan,"war, battle",Person/Thing,NA
batalla,StandardOrth,NA,NA,Catalan,"war, battle",Person/Thing,NA
guerra,StandardOrth,NA,NA,Portuguese,"war, battle",Person/Thing,NA
batalha,StandardOrth,NA,NA,Portuguese,"war, battle",Person/Thing,NA
războiu,StandardOrth,NA,NA,Romanian,"war, battle",Person/Thing,NA
krig,StandardOrth,NA,NA,Danish,"war, battle",Person/Thing,NA
slag,StandardOrth,NA,NA,Danish,"war, battle",Person/Thing,NA
krig,StandardOrth,NA,NA,Swedish,"war, battle",Person/Thing,NA
war,StandardOrth,NA,NA,English,"war, battle",Person/Thing,NA
battle,StandardOrth,NA,NA,English,"war, battle",Person/Thing,NA
oorlog,StandardOrth,NA,NA,Dutch,"war, battle",Person/Thing,NA
slag,StandardOrth,NA,NA,Dutch,"war, battle",Person/Thing,NA
krijg,StandardOrth,NA,NA,Dutch,"war, battle",Person/Thing,NA
Schlacht,StandardOrth,NA,Original (M. R. Key),German,"war, battle",Person/Thing,FALSE
Kampf,StandardOrth,NA,Original (M. R. Key),German,"war, battle",Person/Thing,FALSE
Gefecht,StandardOrth,NA,Original (M. R. Key),German,"war, battle",Person/Thing,FALSE
wojna,StandardOrth,NA,NA,Polish,"war, battle",Person/Thing,NA
bitwa,StandardOrth,NA,NA,Polish,"war, battle",Person/Thing,NA
сабырдзинад,CyrillTrans,NA,NA,Ossetic,peace,Person/Thing,NA
фидыд,CyrillTrans,NA,NA,Ossetic,peace,Person/Thing,NA
фидыддзинад,CyrillTrans,NA,NA,Ossetic,peace,Person/Thing,NA
æнцад дуг,CyrillTrans,NA,NA,Ossetic,peace,Person/Thing,NA
pace,StandardOrth,NA,NA,Italian,peace,Person/Thing,NA
paix,StandardOrth,NA,NA,French,peace,Person/Thing,NA
pau,StandardOrth,NA,NA,Catalan,peace,Person/Thing,NA
paz,StandardOrth,NA,NA,Portuguese,peace,Person/Thing,NA
pace,StandardOrth,NA,NA,Romanian,peace,Person/Thing,NA
fred,StandardOrth,NA,NA,Danish,peace,Person/Thing,NA
fred,StandardOrth,NA,NA,Swedish,peace,Person/Thing,NA
peace,StandardOrth,NA,NA,English,peace,Person/Thing,NA
vrede,StandardOrth,NA,NA,Dutch,peace,Person/Thing,NA
Frieden,StandardOrth,NA,Original (M. R. Key),German,peace,Person/Thing,FALSE
pokój,StandardOrth,NA,NA,Polish,peace,Person/Thing,NA
армии,CyrillTrans,NA,NA,Ossetic,army,Person/Thing,NA
æфсад,CyrillTrans,NA,NA,Ossetic,army,Person/Thing,NA
esercito,StandardOrth,NA,NA,Italian,army,Person/Thing,NA
armée,StandardOrth,NA,NA,French,army,Person/Thing,NA
exèrcit,StandardOrth,NA,NA,Catalan,army,Person/Thing,NA
exército,StandardOrth,NA,NA,Portuguese,army,Person/Thing,NA
armată,StandardOrth,NA,NA,Romanian,army,Person/Thing,NA
oştire (oaste),StandardOrth,NA,NA,Romanian,army,Person/Thing,NA
hær,StandardOrth,NA,NA,Danish,army,Person/Thing,NA
armé,StandardOrth,NA,NA,Danish,army,Person/Thing,NA
här,StandardOrth,NA,NA,Swedish,army,Person/Thing,NA
armé,StandardOrth,NA,NA,Swedish,army,Person/Thing,NA
army,StandardOrth,NA,NA,English,army,Person/Thing,NA
leger,StandardOrth,NA,NA,Dutch,army,Person/Thing,NA
heer,StandardOrth,NA,NA,Dutch,army,Person/Thing,NA
Armee,StandardOrth,NA,Original (M. R. Key),German,army,Person/Thing,FALSE
Heer,StandardOrth,NA,Original (M. R. Key),German,army,Person/Thing,FALSE
wojsko,StandardOrth,NA,NA,Polish,army,Person/Thing,NA
armia,StandardOrth,NA,NA,Polish,army,Person/Thing,NA
салдат,CyrillTrans,NA,NA,Ossetic,soldier,Person/Thing,NA
soldato,StandardOrth,NA,NA,Italian,soldier,Person/Thing,NA
militare,StandardOrth,NA,NA,Italian,soldier,Person/Thing,NA
soldat,StandardOrth,NA,NA,French,soldier,Person/Thing,NA
soldat,StandardOrth,NA,NA,Catalan,soldier,Person/Thing,NA
soldado,StandardOrth,NA,NA,Portuguese,soldier,Person/Thing,NA
soldat (ostaş),StandardOrth,NA,NA,Romanian,soldier,Person/Thing,NA
soldat,StandardOrth,NA,NA,Danish,soldier,Person/Thing,NA
soldat,StandardOrth,NA,NA,Swedish,soldier,Person/Thing,NA
soldier,StandardOrth,NA,NA,English,soldier,Person/Thing,NA
soldaat,StandardOrth,NA,NA,Dutch,soldier,Person/Thing,NA
Soldat,StandardOrth,NA,Original (M. R. Key),German,soldier,Person/Thing,FALSE
żołnierz,StandardOrth,NA,NA,Polish,soldier,Person/Thing,NA
хæцæнгарз,CyrillTrans,NA,NA,Ossetic,"weapons, arms",Person/Thing,NA
хотых,CyrillTrans,NA,NA,Ossetic,"weapons, arms",Person/Thing,NA
гæрзтæ,CyrillTrans,NA,NA,Ossetic,"weapons, arms",Person/Thing,NA
хæцæн гæрзтæ,CyrillTrans,NA,NA,Ossetic,"weapons, arms",Person/Thing,NA
armi,StandardOrth,NA,NA,Italian,"weapons, arms",Person/Thing,NA
armes,StandardOrth,NA,NA,French,"weapons, arms",Person/Thing,NA
armes,StandardOrth,NA,NA,Catalan,"weapons, arms",Person/Thing,NA
armas,StandardOrth,NA,NA,Portuguese,"weapons, arms",Person/Thing,NA
arme,StandardOrth,NA,NA,Romanian,"weapons, arms",Person/Thing,NA
våben,StandardOrth,NA,NA,Danish,"weapons, arms",Person/Thing,NA
vapen,StandardOrth,NA,NA,Swedish,"weapons, arms",Person/Thing,NA
weapons,StandardOrth,NA,NA,English,"weapons, arms",Person/Thing,NA
arms,StandardOrth,NA,NA,English,"weapons, arms",Person/Thing,NA
wapens,StandardOrth,NA,NA,Dutch,"weapons, arms",Person/Thing,NA
Waffen,StandardOrth,NA,Original (M. R. Key),German,"weapons, arms",Person/Thing,FALSE
broń,StandardOrth,NA,NA,Polish,"weapons, arms",Person/Thing,NA
oręż,StandardOrth,NA,NA,Polish,"weapons, arms",Person/Thing,NA
хъил,CyrillTrans,NA,NA,Ossetic,club,Person/Thing,NA
къобола,CyrillTrans,NA,NA,Ossetic,club,Person/Thing,NA
mazza,StandardOrth,NA,NA,Italian,club,Person/Thing,NA
casse-tête,StandardOrth,NA,NA,French,club,Person/Thing,NA
pal,StandardOrth,NA,NA,Catalan,club,Person/Thing,NA
porrete,StandardOrth,NA,NA,Portuguese,club,Person/Thing,NA
cacete,StandardOrth,NA,NA,Portuguese,club,Person/Thing,NA
măciucă,StandardOrth,NA,NA,Romanian,club,Person/Thing,NA
kølle,StandardOrth,NA,NA,Danish,club,Person/Thing,NA
klubba,StandardOrth,NA,NA,Swedish,club,Person/Thing,NA
club,StandardOrth,NA,NA,English,club,Person/Thing,NA
knots,StandardOrth,NA,NA,Dutch,club,Person/Thing,NA
Keule,StandardOrth,NA,Original (M. R. Key),German,club,Person/Thing,FALSE
pałka,StandardOrth,NA,NA,Polish,club,Person/Thing,NA
pała,StandardOrth,NA,NA,Polish,club,Person/Thing,NA
хæстон фæрæт,CyrillTrans,NA,NA,Ossetic,battle-ax,Person/Thing,NA
azza,StandardOrth,NA,NA,Italian,battle-ax,Person/Thing,NA
hache de guerre,StandardOrth,NA,NA,French,battle-ax,Person/Thing,NA
d'estral de combat,StandardOrth,NA,NA,Catalan,battle-ax,Person/Thing,NA
machado,StandardOrth,NA,NA,Portuguese,battle-ax,Person/Thing,NA
acha,StandardOrth,NA,NA,Portuguese,battle-ax,Person/Thing,NA
stridsøkse,StandardOrth,NA,NA,Danish,battle-ax,Person/Thing,NA
strids-yxa,StandardOrth,NA,NA,Swedish,battle-ax,Person/Thing,NA
battle-ax,StandardOrth,NA,NA,English,battle-ax,Person/Thing,NA
strijdbijl,StandardOrth,NA,NA,Dutch,battle-ax,Person/Thing,NA
Streitaxt,StandardOrth,NA,Original (M. R. Key),German,battle-ax,Person/Thing,FALSE
topór wojenny,StandardOrth,NA,NA,Polish,battle-ax,Person/Thing,NA
дурæхсæн,CyrillTrans,NA,NA,Ossetic,sling,Person/Thing,NA
дурæлвасæн,CyrillTrans,NA,NA,Ossetic,sling,Person/Thing,NA
fionda,StandardOrth,NA,NA,Italian,sling,Person/Thing,NA
fronde,StandardOrth,NA,NA,French,sling,Person/Thing,NA
fona,StandardOrth,NA,NA,Catalan,sling,Person/Thing,NA
funda,StandardOrth,NA,NA,Portuguese,sling,Person/Thing,NA
estilingue,StandardOrth,NA,NA,Portuguese,sling,Person/Thing,NA
praştie,StandardOrth,NA,NA,Romanian,sling,Person/Thing,NA
slynge,StandardOrth,NA,NA,Danish,sling,Person/Thing,NA
slunga,StandardOrth,NA,NA,Swedish,sling,Person/Thing,NA
sling,StandardOrth,NA,NA,English,sling,Person/Thing,NA
slinger,StandardOrth,NA,NA,Dutch,sling,Person/Thing,NA
Schleuder,StandardOrth,NA,Original (M. R. Key),German,sling,Person/Thing,FALSE
proca,StandardOrth,NA,NA,Polish,sling,Person/Thing,NA
æрдын,CyrillTrans,NA,NA,Ossetic,bow,Person/Thing,NA
arco,StandardOrth,NA,NA,Italian,bow,Person/Thing,NA
arc,StandardOrth,NA,NA,French,bow,Person/Thing,NA
arc,StandardOrth,NA,NA,Catalan,bow,Person/Thing,NA
arco,StandardOrth,NA,NA,Portuguese,bow,Person/Thing,NA
arc,StandardOrth,NA,NA,Romanian,bow,Person/Thing,NA
bue,StandardOrth,NA,NA,Danish,bow,Person/Thing,NA
båge,StandardOrth,NA,NA,Swedish,bow,Person/Thing,NA
bow,StandardOrth,NA,NA,English,bow,Person/Thing,NA
boog,StandardOrth,NA,NA,Dutch,bow,Person/Thing,NA
Bogen,StandardOrth,NA,Original (M. R. Key),German,bow,Person/Thing,FALSE
łuk,StandardOrth,NA,NA,Polish,bow,Person/Thing,NA
фат,CyrillTrans,NA,NA,Ossetic,arrow,Person/Thing,NA
freccia,StandardOrth,NA,NA,Italian,arrow,Person/Thing,NA
flèche,StandardOrth,NA,NA,French,arrow,Person/Thing,NA
fletxa,StandardOrth,NA,NA,Catalan,arrow,Person/Thing,NA
flecha,StandardOrth,NA,NA,Portuguese,arrow,Person/Thing,NA
săgeată,StandardOrth,NA,NA,Romanian,arrow,Person/Thing,NA
pil,StandardOrth,NA,NA,Danish,arrow,Person/Thing,NA
pil,StandardOrth,NA,NA,Swedish,arrow,Person/Thing,NA
arrow,StandardOrth,NA,NA,English,arrow,Person/Thing,NA
pijl,StandardOrth,NA,NA,Dutch,arrow,Person/Thing,NA
Pfeil,StandardOrth,NA,Original (M. R. Key),German,arrow,Person/Thing,FALSE
strzała,StandardOrth,NA,NA,Polish,arrow,Person/Thing,NA
арц,CyrillTrans,NA,NA,Ossetic,spear,Person/Thing,NA
lancia,StandardOrth,NA,NA,Italian,spear,Person/Thing,NA
épieu,StandardOrth,NA,NA,French,spear,Person/Thing,NA
lance,StandardOrth,NA,NA,French,spear,Person/Thing,NA
llança,StandardOrth,NA,NA,Catalan,spear,Person/Thing,NA
arpó,StandardOrth,NA,NA,Catalan,spear,Person/Thing,NA
lança,StandardOrth,NA,NA,Portuguese,spear,Person/Thing,NA
lance,StandardOrth,NA,NA,Romanian,spear,Person/Thing,NA
suliţă,StandardOrth,NA,NA,Romanian,spear,Person/Thing,NA
spyd,StandardOrth,NA,NA,Danish,spear,Person/Thing,NA
lanse,StandardOrth,NA,NA,Danish,spear,Person/Thing,NA
spjut,StandardOrth,NA,NA,Swedish,spear,Person/Thing,NA
lans,StandardOrth,NA,NA,Swedish,spear,Person/Thing,NA
spear,StandardOrth,NA,NA,English,spear,Person/Thing,NA
speer,StandardOrth,NA,NA,Dutch,spear,Person/Thing,NA
spiets,StandardOrth,NA,NA,Dutch,spear,Person/Thing,NA
lans,StandardOrth,NA,NA,Dutch,spear,Person/Thing,NA
Speer,StandardOrth,NA,Original (M. R. Key),German,spear,Person/Thing,FALSE
Spieß,StandardOrth,NA,Original (M. R. Key),German,spear,Person/Thing,FALSE
Lanze,StandardOrth,NA,Original (M. R. Key),German,spear,Person/Thing,FALSE
włócznia,StandardOrth,NA,NA,Polish,spear,Person/Thing,NA
kopia,StandardOrth,NA,NA,Polish,spear,Person/Thing,NA
кард,CyrillTrans,NA,NA,Ossetic,sword,Person/Thing,NA
spada,StandardOrth,NA,NA,Italian,sword,Person/Thing,NA
épée,StandardOrth,NA,NA,French,sword,Person/Thing,NA
espasa,StandardOrth,NA,NA,Catalan,sword,Person/Thing,NA
espada,StandardOrth,NA,NA,Portuguese,sword,Person/Thing,NA
sabie,StandardOrth,NA,NA,Romanian,sword,Person/Thing,NA
spadă,StandardOrth,NA,NA,Romanian,sword,Person/Thing,NA
sværd,StandardOrth,NA,NA,Danish,sword,Person/Thing,NA
svärd,StandardOrth,NA,NA,Swedish,sword,Person/Thing,NA
sword,StandardOrth,NA,NA,English,sword,Person/Thing,NA
zwaard,StandardOrth,NA,NA,Dutch,sword,Person/Thing,NA
Schwert,StandardOrth,NA,Original (M. R. Key),German,sword,Person/Thing,FALSE
miecz,StandardOrth,NA,NA,Polish,sword,Person/Thing,NA
топп,CyrillTrans,NA,NA,Ossetic,"gun, cannon",Person/Thing,NA
сармадзан,CyrillTrans,NA,NA,Ossetic,"gun, cannon",Person/Thing,NA
pistola,StandardOrth,NA,NA,Italian,"gun, cannon",Person/Thing,NA
cannone,StandardOrth,NA,NA,Italian,"gun, cannon",Person/Thing,NA
fusil,StandardOrth,NA,NA,French,"gun, cannon",Person/Thing,NA
canon,StandardOrth,NA,NA,French,"gun, cannon",Person/Thing,NA
escopeta,StandardOrth,NA,NA,Catalan,"gun, cannon",Person/Thing,NA
canó,StandardOrth,NA,NA,Catalan,"gun, cannon",Person/Thing,NA
arma,StandardOrth,NA,NA,Portuguese,"gun, cannon",Person/Thing,NA
pistola,StandardOrth,NA,NA,Portuguese,"gun, cannon",Person/Thing,NA
canhão,StandardOrth,NA,NA,Portuguese,"gun, cannon",Person/Thing,NA
puşcă,StandardOrth,NA,NA,Romanian,"gun, cannon",Person/Thing,NA
tun,StandardOrth,NA,NA,Romanian,"gun, cannon",Person/Thing,NA
gevær,StandardOrth,NA,NA,Danish,"gun, cannon",Person/Thing,NA
bøsse,StandardOrth,NA,NA,Danish,"gun, cannon",Person/Thing,NA
kanon,StandardOrth,NA,NA,Danish,"gun, cannon",Person/Thing,NA
gevär,StandardOrth,NA,NA,Swedish,"gun, cannon",Person/Thing,NA
bössa,StandardOrth,NA,NA,Swedish,"gun, cannon",Person/Thing,NA
skjut-vapen,StandardOrth,NA,NA,Swedish,"gun, cannon",Person/Thing,NA
kanon,StandardOrth,NA,NA,Swedish,"gun, cannon",Person/Thing,NA
gun,StandardOrth,NA,NA,English,"gun, cannon",Person/Thing,NA
cannon,StandardOrth,NA,NA,English,"gun, cannon",Person/Thing,NA
geweer,StandardOrth,NA,NA,Dutch,"gun, cannon",Person/Thing,NA
kanon,StandardOrth,NA,NA,Dutch,"gun, cannon",Person/Thing,NA
Gewehr,StandardOrth,NA,Original (M. R. Key),German,"gun, cannon",Person/Thing,FALSE
Kanone,StandardOrth,NA,Original (M. R. Key),German,"gun, cannon",Person/Thing,FALSE
strzelba,StandardOrth,NA,NA,Polish,"gun, cannon",Person/Thing,NA
działo,StandardOrth,NA,NA,Polish,"gun, cannon",Person/Thing,NA
armata,StandardOrth,NA,NA,Polish,"gun, cannon",Person/Thing,NA
хотыхтæ,CyrillTrans,NA,NA,Ossetic,armor (defensive),Person/Thing,NA
згъæртæ,CyrillTrans,NA,NA,Ossetic,armor (defensive),Person/Thing,NA
armatura,StandardOrth,NA,NA,Italian,armor (defensive),Person/Thing,NA
armure,StandardOrth,NA,NA,French,armor (defensive),Person/Thing,NA
armadura,StandardOrth,NA,NA,Catalan,armor (defensive),Person/Thing,NA
armadura,StandardOrth,NA,NA,Portuguese,armor (defensive),Person/Thing,NA
armură,StandardOrth,NA,NA,Romanian,armor (defensive),Person/Thing,NA
rustning,StandardOrth,NA,NA,Danish,armor (defensive),Person/Thing,NA
harnisk,StandardOrth,NA,NA,Danish,armor (defensive),Person/Thing,NA
vapen-rustning,StandardOrth,NA,NA,Swedish,armor (defensive),Person/Thing,NA
rustning,StandardOrth,NA,NA,Swedish,armor (defensive),Person/Thing,NA
harnesk,StandardOrth,NA,NA,Swedish,armor (defensive),Person/Thing,NA
armor,StandardOrth,NA,NA,English,armor (defensive),Person/Thing,NA
uitrusting,StandardOrth,NA,NA,Dutch,armor (defensive),Person/Thing,NA
harnas,StandardOrth,NA,NA,Dutch,armor (defensive),Person/Thing,NA
Rüstung,StandardOrth,NA,Original (M. R. Key),German,armor (defensive),Person/Thing,FALSE
