Form,transcription,alt_form,alt_transcription,language,english.name,ontological.category,has.phon,phon,method
springen,StandardOrth,NA,NA,Dutch,"jump, leap",Action/Process,NA,sprɪŋɛn,epitran
springen,StandardOrth,NA,Original (M. R. Key),German,"jump, leap",Action/Process,FALSE,spriŋən,epitran
lēkt,StandardOrth,NA,NA,Latvian,"jump, leap",Action/Process,NA,lekt,multilingual-g2p
lēkāt,StandardOrth,NA,NA,Latvian,"jump, leap",Action/Process,NA,lekɐt,multilingual-g2p
skočiti,StandardOrth,NA,NA,Czech,"jump, leap",Action/Process,NA,skotsici,multilingual-g2p
skákati,StandardOrth,NA,NA,Czech,"jump, leap",Action/Process,NA,skakaci,multilingual-g2p
skoczyć,StandardOrth,NA,NA,Polish,"jump, leap",Action/Process,NA,skɔt͡ʂɨt͡ɕ,epitran
skakać,StandardOrth,NA,NA,Polish,"jump, leap",Action/Process,NA,skakat͡ɕ,epitran
бырын,CyrillTrans,NA,NA,Ossetic,"slide, slip",Action/Process,NA,bɨrɨn,
ɣli'strao,LatinTrans,NA,NA,Modern Greek,"slide, slip",Action/Process,NA,ɡaməlɪstɹaʊ,multilingual-g2p
scivolare,StandardOrth,NA,NA,Italian,"slide, slip",Action/Process,NA,st͡ʃivolare,epitran
glisser,StandardOrth,NA,NA,French,"slide, slip",Action/Process,NA,ɡlise,epitran
relliscar,StandardOrth,NA,NA,Catalan,"slide, slip",Action/Process,NA,ɾɛʎiskaɾ,epitran
escorregar,StandardOrth,NA,NA,Portuguese,"slide, slip",Action/Process,NA,ɛʃkoʁɛɡɐɾ,epitran
resvalar,StandardOrth,NA,NA,Portuguese,"slide, slip",Action/Process,NA,ʁɛʃvɐlɐɾ,epitran
aluneca,StandardOrth,NA,NA,Romanian,"slide, slip",Action/Process,NA,aluneka,epitran
glide,StandardOrth,NA,NA,Danish,"slide, slip",Action/Process,NA,,
glida,StandardOrth,NA,NA,Swedish,"slide, slip",Action/Process,NA,ɡliːdɑː,epitran
slippa,StandardOrth,NA,NA,Swedish,"slide, slip",Action/Process,NA,slɪpɑː,epitran
halka,StandardOrth,NA,NA,Swedish,"slide, slip",Action/Process,NA,hɐlkɑː,epitran
slide,StandardOrth,NA,NA,English,"slide, slip",Action/Process,NA,slajˈd,cmu.in.ipa
slip,StandardOrth,NA,NA,English,"slide, slip",Action/Process,NA,slɪˈp,cmu.in.ipa
glijden,StandardOrth,NA,NA,Dutch,"slide, slip",Action/Process,NA,xlɛjdɛn,epitran
slippen,StandardOrth,NA,NA,Dutch,"slide, slip",Action/Process,NA,slɪppɛn,epitran
gleiten,StandardOrth,NA,Original (M. R. Key),German,"slide, slip",Action/Process,FALSE,klaietən,epitran
schlüpfen,StandardOrth,NA,Original (M. R. Key),German,"slide, slip",Action/Process,FALSE,ʃlyːp͡fən,epitran
slīdēt,StandardOrth,NA,NA,Latvian,"slide, slip",Action/Process,NA,slidet,multilingual-g2p
(pa)slīdēt,StandardOrth,NA,NA,Latvian,"slide, slip",Action/Process,NA,paslidet,multilingual-g2p
klouznouti,StandardOrth,NA,NA,Czech,"slide, slip",Action/Process,NA,kloʊznoʊci,multilingual-g2p
klouzati,StandardOrth,NA,NA,Czech,"slide, slip",Action/Process,NA,kloʊzaci,multilingual-g2p
æрбадын,CyrillTrans,NA,NA,Ossetic,crouch,Action/Process,NA,ərbadɨn,
accovacciarsi,StandardOrth,NA,NA,Italian,crouch,Action/Process,NA,akːovat͡ʃːarsi,epitran
s'accroupir,StandardOrth,NA,NA,French,crouch,Action/Process,NA,s'akkrupir,epitran
ajopir-se,StandardOrth,NA,NA,Catalan,crouch,Action/Process,NA,aʒɔpiɾ-sɛ,epitran
agachar-se,StandardOrth,NA,NA,Portuguese,crouch,Action/Process,NA,ɐɡɐkɐɾ-sɛ,epitran
crouch,StandardOrth,NA,NA,English,crouch,Action/Process,NA,kɹawˈʧ,cmu.in.ipa
hurken,StandardOrth,NA,NA,Dutch,crouch,Action/Process,NA,hʏrkɛn,epitran
hocken,StandardOrth,NA,Original (M. R. Key),German,crouch,Action/Process,FALSE,hoːkən,epitran
(przy)kucać,StandardOrth,NA,NA,Polish,crouch,Action/Process,NA,(pʐɨ)kut͡sat͡ɕ,epitran
ɣona'tizo,LatinTrans,NA,NA,Modern Greek,kneel,Action/Process,NA,ɡaməəʊɛneɪkwəʊttiaɪzɛdəʊ,multilingual-g2p
inginocchiarsi,StandardOrth,NA,NA,Italian,kneel,Action/Process,NA,ind͡ʒinokːiarsi,epitran
s'agenouiller,StandardOrth,NA,NA,French,kneel,Action/Process,NA,s'aʒɛnujle,epitran
agenollar-se,StandardOrth,NA,NA,Catalan,kneel,Action/Process,NA,aʒɛnɔʎaɾ-sɛ,epitran
ajoelhar,StandardOrth,NA,NA,Portuguese,kneel,Action/Process,NA,ɐʒowɛlɐɾ,epitran
knæle,StandardOrth,NA,NA,Danish,kneel,Action/Process,NA,,
knä-böja,StandardOrth,NA,NA,Swedish,kneel,Action/Process,NA,knɛː-bøːjɑː,epitran
kneel,StandardOrth,NA,NA,English,kneel,Action/Process,NA,niˈl,cmu.in.ipa
knielen,StandardOrth,NA,NA,Dutch,kneel,Action/Process,NA,kniːɛlɛn,epitran
knieen,StandardOrth,NA,Original (M. R. Key),German,kneel,Action/Process,FALSE,kniːən,epitran
klečeti,StandardOrth,NA,NA,Czech,kneel,Action/Process,NA,kletseci,multilingual-g2p
klękać,StandardOrth,NA,NA,Polish,kneel,Action/Process,NA,klɛŋkat͡ɕ,epitran
klęknąć,StandardOrth,NA,NA,Polish,kneel,Action/Process,NA,klɛŋknɔɲt͡ɕ,epitran
бырын,CyrillTrans,NA,NA,Ossetic,"creep, crawl",Action/Process,NA,bɨrɨn,
хилын,CyrillTrans,NA,NA,Ossetic,"creep, crawl",Action/Process,NA,χilɨn,
лæсын,CyrillTrans,NA,NA,Ossetic,"creep, crawl",Action/Process,NA,ləsɨn,
'sernome,LatinTrans,NA,NA,Modern Greek,"creep, crawl",Action/Process,NA,sɜnəʊm,multilingual-g2p
strisciare,StandardOrth,NA,NA,Italian,"creep, crawl",Action/Process,NA,strist͡ʃare,epitran
ramper,StandardOrth,NA,NA,French,"creep, crawl",Action/Process,NA,rampe,epitran
arrossegar-se,StandardOrth,NA,NA,Catalan,"creep, crawl",Action/Process,NA,aɾɾɔsɛɡaɾ-sɛ,epitran
rastejar,StandardOrth,NA,NA,Portuguese,"creep, crawl",Action/Process,NA,ʁɐʃtɛʒɐɾ,epitran
arrastar-se,StandardOrth,NA,NA,Portuguese,"creep, crawl",Action/Process,NA,ɐʁɐʃtɐɾ-sɛ,epitran
krybe,StandardOrth,NA,NA,Danish,"creep, crawl",Action/Process,NA,,
kravle,StandardOrth,NA,NA,Danish,"creep, crawl",Action/Process,NA,,
krypa,StandardOrth,NA,NA,Swedish,"creep, crawl",Action/Process,NA,kryːpɑː,epitran
kräla,StandardOrth,NA,NA,Swedish,"creep, crawl",Action/Process,NA,krɛːlɑː,epitran
creep,StandardOrth,NA,NA,English,"creep, crawl",Action/Process,NA,kɹiˈp,cmu.in.ipa
crawl,StandardOrth,NA,NA,English,"creep, crawl",Action/Process,NA,kɹɔˈl,cmu.in.ipa
kruipen,StandardOrth,NA,NA,Dutch,"creep, crawl",Action/Process,NA,krœɥɪpɛn,epitran
kriechen,StandardOrth,NA,Original (M. R. Key),German,"creep, crawl",Action/Process,FALSE,kriːxən,epitran
schleichen,StandardOrth,NA,Original (M. R. Key),German,"creep, crawl",Action/Process,FALSE,ʃlaiexən,epitran
rāpot,StandardOrth,NA,NA,Latvian,"creep, crawl",Action/Process,NA,ʀapuot,multilingual-g2p
lézti,StandardOrth,NA,NA,Czech,"creep, crawl",Action/Process,NA,lesci,multilingual-g2p
pełzać,StandardOrth,NA,NA,Polish,"creep, crawl",Action/Process,NA,pɛwzat͡ɕ,epitran
fi'sao,LatinTrans,NA,NA,Modern Greek,blow,Action/Process,NA,fɪsaʊ,multilingual-g2p
soffiare,StandardOrth,NA,NA,Italian,blow,Action/Process,NA,sofːiare,epitran
souffler,StandardOrth,NA,NA,French,blow,Action/Process,NA,sufle,epitran
bufar,StandardOrth,NA,NA,Catalan,blow,Action/Process,NA,bufaɾ,epitran
soprar,StandardOrth,NA,NA,Portuguese,blow,Action/Process,NA,sopʁɐɾ,epitran
sufla,StandardOrth,NA,NA,Romanian,blow,Action/Process,NA,sufla,epitran
blæse,StandardOrth,NA,NA,Danish,blow,Action/Process,NA,,
blåsa,StandardOrth,NA,NA,Swedish,blow,Action/Process,NA,bloːsɑː,epitran
blow,StandardOrth,NA,NA,English,blow,Action/Process,NA,blowˈ,cmu.in.ipa
blazen,StandardOrth,NA,NA,Dutch,blow,Action/Process,NA,plaːzɛn,epitran
waaien,StandardOrth,NA,NA,Dutch,blow,Action/Process,NA,ʋaːjɛn,epitran
blasen,StandardOrth,NA,Original (M. R. Key),German,blow,Action/Process,FALSE,plaːsən,epitran
wehen,StandardOrth,NA,Original (M. R. Key),German,blow,Action/Process,FALSE,veːhən,epitran
pūst,StandardOrth,NA,NA,Latvian,blow,Action/Process,NA,pust,multilingual-g2p
váti,StandardOrth,NA,NA,Czech,blow,Action/Process,NA,vaci,multilingual-g2p
douti,StandardOrth,NA,NA,Czech,blow,Action/Process,NA,doʊci,multilingual-g2p
wiać,StandardOrth,NA,NA,Polish,blow,Action/Process,NA,vjat͡ɕ,epitran
dąć,StandardOrth,NA,NA,Polish,blow,Action/Process,NA,dɔɲt͡ɕ,epitran
dmuchać,StandardOrth,NA,NA,Polish,blow,Action/Process,NA,dmuxat͡ɕ,epitran
тæхын,CyrillTrans,NA,NA,Ossetic,fly (vb),Action/Process,NA,təχɨn,
pe'tao,LatinTrans,NA,NA,Modern Greek,fly (vb),Action/Process,NA,pɛtaʊ,multilingual-g2p
volare,StandardOrth,NA,NA,Italian,fly (vb),Action/Process,NA,volare,epitran
voler,StandardOrth,NA,NA,French,fly (vb),Action/Process,NA,vɔle,epitran
volar,StandardOrth,NA,NA,Catalan,fly (vb),Action/Process,NA,bɔlaɾ,epitran
voar,StandardOrth,NA,NA,Portuguese,fly (vb),Action/Process,NA,vowɐɾ,epitran
sbura,StandardOrth,NA,NA,Romanian,fly (vb),Action/Process,NA,sbura,epitran
flyve,StandardOrth,NA,NA,Danish,fly (vb),Action/Process,NA,,
flyga,StandardOrth,NA,NA,Swedish,fly (vb),Action/Process,NA,flyːɡɑː,epitran
fly,StandardOrth,NA,NA,English,fly (vb),Action/Process,NA,flajˈ,cmu.in.ipa
vliegen,StandardOrth,NA,NA,Dutch,fly (vb),Action/Process,NA,vliːɛɣɛn,epitran
fliegen,StandardOrth,NA,Original (M. R. Key),German,fly (vb),Action/Process,FALSE,fliːɡən,epitran
lidot,StandardOrth,NA,NA,Latvian,fly (vb),Action/Process,NA,liduot,multilingual-g2p
letěti,StandardOrth,NA,NA,Czech,fly (vb),Action/Process,NA,leteci,multilingual-g2p
lecieć,StandardOrth,NA,NA,Polish,fly (vb),Action/Process,NA,lɛt͡ɕɛt͡ɕ,epitran
latać,StandardOrth,NA,NA,Polish,fly (vb),Action/Process,NA,latat͡ɕ,epitran
'pleo,LatinTrans,NA,NA,Modern Greek,sail (vb),Action/Process,NA,pliəʊ,multilingual-g2p
navigare,StandardOrth,NA,NA,Italian,sail (vb),Action/Process,NA,naviɡare,epitran
salpare,StandardOrth,NA,NA,Italian,sail (vb),Action/Process,NA,salpare,epitran
naviguer,StandardOrth,NA,NA,French,sail (vb),Action/Process,NA,naviɡɥe,epitran
navegar,StandardOrth,NA,NA,Catalan,sail (vb),Action/Process,NA,nabɛɡaɾ,epitran
navegar,StandardOrth,NA,NA,Portuguese,sail (vb),Action/Process,NA,nɐvɛɡɐɾ,epitran
naviga,StandardOrth,NA,NA,Romanian,sail (vb),Action/Process,NA,naviɡa,epitran
sejle,StandardOrth,NA,NA,Danish,sail (vb),Action/Process,NA,,
segla,StandardOrth,NA,NA,Swedish,sail (vb),Action/Process,NA,sɛɡlɑː,epitran
sail,StandardOrth,NA,NA,English,sail (vb),Action/Process,NA,sejˈl,cmu.in.ipa
zeilen,StandardOrth,NA,NA,Dutch,sail (vb),Action/Process,NA,zɛjɪlɛn,epitran
varen,StandardOrth,NA,NA,Dutch,sail (vb),Action/Process,NA,vaːrɛn,epitran
segeln,StandardOrth,NA,Original (M. R. Key),German,sail (vb),Action/Process,FALSE,t͡seːɡeln,epitran
kuǧot,StandardOrth,NA,NA,Latvian,sail (vb),Action/Process,NA,kuɡuot,multilingual-g2p
plouti,StandardOrth,NA,NA,Czech,sail (vb),Action/Process,NA,ploʊci,multilingual-g2p
plovati,StandardOrth,NA,NA,Czech,sail (vb),Action/Process,NA,plovaci,multilingual-g2p
żeglować,StandardOrth,NA,NA,Polish,sail (vb),Action/Process,NA,ʐɛɡlɔvat͡ɕ,epitran
pitsi'lizo,LatinTrans,NA,NA,Modern Greek,splash,Action/Process,NA,pɪtsɪlɪzəʊ,multilingual-g2p
schizzare,StandardOrth,NA,NA,Italian,splash,Action/Process,NA,skit͡sare,epitran
éclabousser,StandardOrth,NA,NA,French,splash,Action/Process,NA,eklabuse,epitran
esquitxar,StandardOrth,NA,NA,Catalan,splash,Action/Process,NA,ɛskit͡ʃaɾ,epitran
chapinhar,StandardOrth,NA,NA,Portuguese,splash,Action/Process,NA,kɐpinɐɾ,epitran
sprøjte,StandardOrth,NA,NA,Danish,splash,Action/Process,NA,,
stänka,StandardOrth,NA,NA,Swedish,splash,Action/Process,NA,stɛnkɑː,epitran
slaska,StandardOrth,NA,NA,Swedish,splash,Action/Process,NA,slɐɧɑː,epitran
skvätta,StandardOrth,NA,NA,Swedish,splash,Action/Process,NA,ɧvɛtɑː,epitran
plaska,StandardOrth,NA,NA,Swedish,splash,Action/Process,NA,plɐɧɑː,epitran
plumsa,StandardOrth,NA,NA,Swedish,splash,Action/Process,NA,plɵmsɑː,epitran
skvalpa,StandardOrth,NA,NA,Swedish,splash,Action/Process,NA,ɧvɐlpɑː,epitran
splash,StandardOrth,NA,NA,English,splash,Action/Process,NA,splæˈʃ,cmu.in.ipa
spatten,StandardOrth,NA,NA,Dutch,splash,Action/Process,NA,spɑttɛn,epitran
spritzen,StandardOrth,NA,Original (M. R. Key),German,splash,Action/Process,FALSE,spriːt͡sən,epitran
planschen,StandardOrth,NA,Original (M. R. Key),German,splash,Action/Process,FALSE,planʃən,epitran
platschen,StandardOrth,NA,Original (M. R. Key),German,splash,Action/Process,FALSE,plaːt͡ʃən,epitran
šl̩akstēt,StandardOrth,NA,NA,Latvian,splash,Action/Process,NA,slakstet,multilingual-g2p
stříkati,StandardOrth,NA,NA,Czech,splash,Action/Process,NA,str̩ikaci,multilingual-g2p
cákati,StandardOrth,NA,NA,Czech,splash,Action/Process,NA,tsakaci,multilingual-g2p
plusk,StandardOrth,NA,NA,Polish,splash,Action/Process,NA,plusk,epitran
pluskać,StandardOrth,NA,NA,Polish,splash,Action/Process,NA,pluskat͡ɕ,epitran
ныгъуылын,CyrillTrans,NA,NA,Ossetic,dive,Action/Process,NA,nɨʁuɨlɨn,
vu'tao,LatinTrans,NA,NA,Modern Greek,dive,Action/Process,NA,vʌtaʊ,multilingual-g2p
tuffarsi,StandardOrth,NA,NA,Italian,dive,Action/Process,NA,tufːarsi,epitran
plonger,StandardOrth,NA,NA,French,dive,Action/Process,NA,plɔnʒe,epitran
capbussar-se,StandardOrth,NA,NA,Catalan,dive,Action/Process,NA,kabːusaɾ-sɛ,epitran
mergulhar,StandardOrth,NA,NA,Portuguese,dive,Action/Process,NA,mɛɾɡlɐɾ,epitran
dykke,StandardOrth,NA,NA,Danish,dive,Action/Process,NA,,
dyka,StandardOrth,NA,NA,Swedish,dive,Action/Process,NA,dyːkɑː,epitran
dive,StandardOrth,NA,NA,English,dive,Action/Process,NA,dajˈv,cmu.in.ipa
duiken,StandardOrth,NA,NA,Dutch,dive,Action/Process,NA,dœɥɪkɛn,epitran
tauchen,StandardOrth,NA,Original (M. R. Key),German,dive,Action/Process,FALSE,tauhxən,epitran
nirt,StandardOrth,NA,NA,Latvian,dive,Action/Process,NA,niʀt,multilingual-g2p
nurkować,StandardOrth,NA,NA,Polish,dive,Action/Process,NA,nurkɔvat͡ɕ,epitran
koli'bao,LatinTrans,NA,NA,Modern Greek,swim,Action/Process,NA,kəlɪbaʊ,multilingual-g2p
nuotare,StandardOrth,NA,NA,Italian,swim,Action/Process,NA,nuotare,epitran
nager,StandardOrth,NA,NA,French,swim,Action/Process,NA,naʒe,epitran
nadar,StandardOrth,NA,NA,Catalan,swim,Action/Process,NA,nadaɾ,epitran
nadar,StandardOrth,NA,NA,Portuguese,swim,Action/Process,NA,nɐdɐɾ,epitran
înota,StandardOrth,NA,NA,Romanian,swim,Action/Process,NA,ɨnota,epitran
svømme,StandardOrth,NA,NA,Danish,swim,Action/Process,NA,,
simma,StandardOrth,NA,NA,Swedish,swim,Action/Process,NA,sɪmɑː,epitran
swim,StandardOrth,NA,NA,English,swim,Action/Process,NA,swɪˈm,cmu.in.ipa
zwemmen,StandardOrth,NA,NA,Dutch,swim,Action/Process,NA,zʋɛmmɛn,epitran
schwimmen,StandardOrth,NA,Original (M. R. Key),German,swim,Action/Process,FALSE,ʃvimən,epitran
peldēt,StandardOrth,NA,NA,Latvian,swim,Action/Process,NA,peldet,multilingual-g2p
plouti,StandardOrth,NA,NA,Czech,swim,Action/Process,NA,ploʊci,multilingual-g2p
plovati,StandardOrth,NA,NA,Czech,swim,Action/Process,NA,plovaci,multilingual-g2p
pływać,StandardOrth,NA,NA,Polish,swim,Action/Process,NA,pwɨvat͡ɕ,epitran
płynąć,StandardOrth,NA,NA,Polish,swim,Action/Process,NA,pwɨnɔɲt͡ɕ,epitran
epi'pleo,LatinTrans,NA,NA,Modern Greek,float,Action/Process,NA,ɛpɪpleɪəʊ,multilingual-g2p
galleggiare,StandardOrth,NA,NA,Italian,float,Action/Process,NA,ɡalːed͡ʒːare,epitran
flotter,StandardOrth,NA,NA,French,float,Action/Process,NA,flɔte,epitran
flotar,StandardOrth,NA,NA,Catalan,float,Action/Process,NA,flɔtaɾ,epitran
flutuar,StandardOrth,NA,NA,Portuguese,float,Action/Process,NA,flutuɐɾ,epitran
pluti,StandardOrth,NA,NA,Romanian,float,Action/Process,NA,pluti,epitran
flyde,StandardOrth,NA,NA,Danish,float,Action/Process,NA,,
flyta,StandardOrth,NA,NA,Swedish,float,Action/Process,NA,flyːtɑː,epitran
float,StandardOrth,NA,NA,English,float,Action/Process,NA,flowˈt,cmu.in.ipa
drijven,StandardOrth,NA,NA,Dutch,float,Action/Process,NA,trɛjvɛn,epitran
treiben,StandardOrth,NA,Original (M. R. Key),German,float,Action/Process,FALSE,traiebən,epitran
schwimmen,StandardOrth,NA,Original (M. R. Key),German,float,Action/Process,FALSE,ʃvimən,epitran
peldēt,StandardOrth,NA,NA,Latvian,float,Action/Process,NA,peldet,multilingual-g2p
plouti,StandardOrth,NA,NA,Czech,float,Action/Process,NA,ploʊci,multilingual-g2p
plovati,StandardOrth,NA,NA,Czech,float,Action/Process,NA,plovaci,multilingual-g2p
pływać,StandardOrth,NA,NA,Polish,float,Action/Process,NA,pwɨvat͡ɕ,epitran
płynąć,StandardOrth,NA,NA,Polish,float,Action/Process,NA,pwɨnɔɲt͡ɕ,epitran
vi'θizome,LatinTrans,NA,NA,Modern Greek,sink,Action/Process,NA,vɪθitəaɪzəʊm,multilingual-g2p
vu'liazo,LatinTrans,NA,NA,Modern Greek,sink,Action/Process,NA,vʌlɪɑzəʊ,multilingual-g2p
affondare,StandardOrth,NA,NA,Italian,sink,Action/Process,NA,afːondare,epitran
couler,StandardOrth,NA,NA,French,sink,Action/Process,NA,kule,epitran
sombrer,StandardOrth,NA,NA,French,sink,Action/Process,NA,sɔ̃bre,epitran
enfonsar,StandardOrth,NA,NA,Catalan,sink,Action/Process,NA,ɛnfɔnsaɾ,epitran
afundar,StandardOrth,NA,NA,Portuguese,sink,Action/Process,NA,ɐfundɐɾ,epitran
scufunda,StandardOrth,NA,NA,Romanian,sink,Action/Process,NA,skufunda,epitran
synke,StandardOrth,NA,NA,Danish,sink,Action/Process,NA,,
sænke,StandardOrth,NA,NA,Danish,sink,Action/Process,NA,,
sjunka,StandardOrth,NA,NA,Swedish,sink,Action/Process,NA,ɧɵnkɑː,epitran
sänka,StandardOrth,NA,NA,Swedish,sink,Action/Process,NA,sɛnkɑː,epitran
sink,StandardOrth,NA,NA,English,sink,Action/Process,NA,sɪˈŋk,cmu.in.ipa
zinken,StandardOrth,NA,NA,Dutch,sink,Action/Process,NA,zɪnkɛn,epitran
sinken,StandardOrth,NA,Original (M. R. Key),German,sink,Action/Process,FALSE,t͡siŋkən,epitran
senken,StandardOrth,NA,Original (M. R. Key),German,sink,Action/Process,FALSE,t͡sənkən,epitran
grimt,StandardOrth,NA,NA,Latvian,sink,Action/Process,NA,ɡʀimt,multilingual-g2p
potopiti,StandardOrth,NA,NA,Czech,sink,Action/Process,NA,potopici,multilingual-g2p
tonouti,StandardOrth,NA,NA,Czech,sink,Action/Process,NA,tonoʊci,multilingual-g2p
(za)topić,StandardOrth,NA,NA,Polish,sink,Action/Process,NA,(za)tɔpit͡ɕ,epitran
zatonąć,StandardOrth,NA,NA,Polish,sink,Action/Process,NA,zatɔnɔɲt͡ɕ,epitran
уайын,CyrillTrans,NA,NA,Ossetic,flow,NA,NA,uajɨn,
цæуын,CyrillTrans,NA,NA,Ossetic,flow,NA,NA,t͡səuɨn,
кæлын,CyrillTrans,NA,NA,Ossetic,flow,NA,NA,kəlɨn,
тæдзын,CyrillTrans,NA,NA,Ossetic,flow,NA,NA,təd͡zɨn,
мизын,CyrillTrans,NA,NA,Ossetic,flow,NA,NA,mizɨn,
ki'lao,LatinTrans,NA,NA,Modern Greek,flow,NA,NA,kɪlaʊ,multilingual-g2p
'reo,LatinTrans,NA,NA,Modern Greek,flow,NA,NA,ɹiəʊ,multilingual-g2p
scorrere,StandardOrth,NA,NA,Italian,flow,NA,NA,ʃorːere,epitran
couler,StandardOrth,NA,NA,French,flow,NA,NA,kule,epitran
fluir,StandardOrth,NA,NA,Catalan,flow,NA,NA,fluʒɾ,epitran
córrer,StandardOrth,NA,NA,Catalan,flow,NA,NA,koɾɾɛɾ,epitran
fluir,StandardOrth,NA,NA,Portuguese,flow,NA,NA,flujɾ,epitran
curge,StandardOrth,NA,NA,Romanian,flow,NA,NA,kurd͡ʒe,epitran
flyde,StandardOrth,NA,NA,Danish,flow,NA,NA,,
rinde,StandardOrth,NA,NA,Danish,flow,NA,NA,,
flyta,StandardOrth,NA,NA,Swedish,flow,NA,NA,flyːtɑː,epitran
rinna,StandardOrth,NA,NA,Swedish,flow,NA,NA,rɪnɑː,epitran
flow,StandardOrth,NA,NA,English,flow,NA,NA,flowˈ,cmu.in.ipa
vloeien,StandardOrth,NA,NA,Dutch,flow,NA,NA,vlujɛn,epitran
fließen,StandardOrth,NA,Original (M. R. Key),German,flow,NA,FALSE,fliːsən,epitran
rinnen,StandardOrth,NA,Original (M. R. Key),German,flow,NA,FALSE,rinən,epitran
tecēt,StandardOrth,NA,NA,Latvian,flow,NA,NA,tetset,multilingual-g2p
téci,StandardOrth,NA,NA,Czech,flow,NA,NA,tetsi,multilingual-g2p
płynąć,StandardOrth,NA,NA,Polish,flow,NA,NA,pwɨnɔɲt͡ɕ,epitran
pływać,StandardOrth,NA,NA,Polish,flow,NA,NA,pwɨvat͡ɕ,epitran
тилын,CyrillTrans,NA,NA,Ossetic,shake,Action/Process,NA,tilɨn,
уигъын,CyrillTrans,NA,NA,Ossetic,shake,Action/Process,NA,wiʁɨn,
æнкъусын,CyrillTrans,NA,NA,Ossetic,shake,Action/Process,NA,ənkʼusɨn,
цæгъдын,CyrillTrans,NA,NA,Ossetic,shake,Action/Process,NA,t͡səʁdɨn,
ti'nazo,LatinTrans,NA,NA,Modern Greek,shake,Action/Process,NA,tɪnɑzəʊ,multilingual-g2p
tra'dazo,LatinTrans,NA,NA,Modern Greek,shake,Action/Process,NA,tɹadɑzəʊ,multilingual-g2p
anaki'no,LatinTrans,NA,NA,Modern Greek,shake,Action/Process,NA,anɐkɪnəʊ,multilingual-g2p
scuotere,StandardOrth,NA,NA,Italian,shake,Action/Process,NA,ʃuotere,epitran
secouer,StandardOrth,NA,NA,French,shake,Action/Process,NA,sɛkwe,epitran
agiter,StandardOrth,NA,NA,French,shake,Action/Process,NA,aʒite,epitran
agitar,StandardOrth,NA,NA,Catalan,shake,Action/Process,NA,aʒitaɾ,epitran
sacsejar,StandardOrth,NA,NA,Catalan,shake,Action/Process,NA,saksɛʒaɾ,epitran
agitar,StandardOrth,NA,NA,Portuguese,shake,Action/Process,NA,ɐʒitɐɾ,epitran
scutura,StandardOrth,NA,NA,Romanian,shake,Action/Process,NA,skutura,epitran
ryste,StandardOrth,NA,NA,Danish,shake,Action/Process,NA,,
skaka,StandardOrth,NA,NA,Swedish,shake,Action/Process,NA,ɧɑːkɑː,epitran
shake,StandardOrth,NA,NA,English,shake,Action/Process,NA,ʃejˈk,cmu.in.ipa
schudden,StandardOrth,NA,NA,Dutch,shake,Action/Process,NA,sxʏtdɛn,epitran
schütteln,StandardOrth,NA,Original (M. R. Key),German,shake,Action/Process,FALSE,ʃyteln,epitran
kratīt,StandardOrth,NA,NA,Latvian,shake,Action/Process,NA,kʀatit,multilingual-g2p
třásti,StandardOrth,NA,NA,Czech,shake,Action/Process,NA,tr̩asci,multilingual-g2p
wstrząsać,StandardOrth,NA,NA,Polish,shake,Action/Process,NA,vstʐɔ̃sat͡ɕ,epitran
'piano,LatinTrans,NA,NA,Modern Greek,catch (ball),Action/Process,NA,pɪanəʊ,multilingual-g2p
silam'vano,LatinTrans,NA,NA,Modern Greek,catch (ball),Action/Process,NA,sɪlɐmvɑnəʊ,multilingual-g2p
acchiappare,StandardOrth,NA,NA,Italian,catch (ball),Action/Process,NA,akːiapːare,epitran
attraper,StandardOrth,NA,NA,French,catch (ball),Action/Process,NA,atrape,epitran
agafar,StandardOrth,NA,NA,Catalan,catch (ball),Action/Process,NA,aɡafaɾ,epitran
apanhar,StandardOrth,NA,NA,Portuguese,catch (ball),Action/Process,NA,ɐpɐnɐɾ,epitran
agarrar,StandardOrth,NA,NA,Portuguese,catch (ball),Action/Process,NA,ɐɡɐʁɐɾ,epitran
gribe,StandardOrth,NA,NA,Danish,catch (ball),Action/Process,NA,,
